Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros,Total_x,Banda ancha fija,Dial up,Total_y
2021,3,Capital Federal,45.9,111.27,77.71,2950,6030,156978,67013,39785,73502,1075229,0,1413405,1411797,1.608,1413405
2021,3,Catamarca,13.41,52.71,43.43,710,0,6755,8428,10517,1659,26618,2206,56254,56253,1.0,56254
2021,3,Chaco,11.48,42.96,39.11,3010,1120,22545,20986,23852,14412,49705,7958,139871,139868,3.0,139871
2021,3,Chubut,24.74,80.71,8.18,1040,1050,89168,26281,18538,532,1643,14907,156066,155266,800.0,156066
2021,3,Córdoba,24.89,81.28,41.93,990,2452,204989,141285,6505,47198,476459,9256,946788,946726,62.0,946788
2021,3,Corrientes,11.82,44.9,32.17,670,6450,29629,28478,24792,9687,35468,5053,133819,133816,3.0,133819
2021,3,Entre Ríos,18.59,62.18,29.6,1070,3024,61354,59776,39114,16284,67961,12755,260375,260360,15.0,260375
2021,3,Formosa,8.64,33.96,26.69,3810,0,22778,7142,6978,1192,12707,1617,52795,52795,0.0,52795
2021,3,Jujuy,14.24,55.69,25.98,480,1750,23884,16417,37755,5610,29917,2401,111158,111158,0.0,111158
2021,3,La Pampa,27.77,84.28,12.99,2980,3130,65063,7395,8737,4023,10506,4152,100487,100371,116.0,100487
2021,3,La Rioja,20.57,77.26,38.87,180,10,5366,5979,23315,4868,42613,0,82160,82157,3.0,82160
2021,3,Mendoza,12.71,45.55,13.37,360,310,151871,1264,62628,7596,21087,500,255939,255320,619.0,255939
2021,3,Misiones,12.41,45.57,30.88,510,50,41932,25099,26079,14792,42291,8279,158528,158528,0.0,158528
2021,3,Neuquén,20.75,69.71,38.34,1120,3270,57441,8566,6234,3631,57919,5579,139809,139436,373.0,139809
2021,3,Río Negro,19.06,61.97,25.4,1250,5570,68991,373,1488,2282,34011,20009,144585,144084,501.0,144585
2021,3,Salta,13.55,55.96,31.21,1010,200,41431,70104,6962,3878,67010,6327,195833,195831,2.0,195833
2021,3,San Juan,10.05,39.46,7.04,180,3330,59873,7520,1325,3380,278,4641,79483,79227,256.0,79483
2021,3,San Luis,22.86,79.87,21.7,600,0,11552,2405,6491,67942,22,29392,117864,117716,148.0,117864
2021,3,Santa Cruz,13.02,43.75,7.69,500,0,30561,8365,6799,1788,678,7350,48976,48779,197.0,48976
2021,3,Santa Fe,23.59,75.02,33.13,4670,5790,193207,20125,83941,5508,290793,16267,841584,841433,151.0,841584
2021,3,Santiago Del Estero,11.66,47.0,13.35,1230,9090,32752,61838,11274,8010,6863,8980,115458,115457,1.0,115458
2021,3,Tierra Del Fuego,28.15,94.95,9.52,170,0,23723,13397,9782,1433,976,8950,50223,49934,289.0,50223
2021,3,Tucumán,13.53,54.64,42.1,320,970,39446,50293,21986,53,115154,1640,232472,232447,25.0,232472
2021,2,Buenos Aires,23.35,70.0,52.76,37192,31178,1096049,244001,140322,236897,2337604,9108,4132351,4127167,5.184,4132351
2021,2,Capital Federal,45.49,110.14,72.75,2940,6030,157558,73568,43859,86655,1037752,660,1400355,1398747,1.608,1400355
2021,2,Catamarca,13.31,52.34,42.19,710,0,7219,9091,6828,4941,25388,2206,55744,55743,1.0,55744
2021,2,Chaco,11.58,43.33,37.4,3010,1120,23444,21574,24032,16069,47239,7958,140729,140726,3.0,140729
2021,2,Chubut,22.16,72.29,7.68,1040,1050,89639,22605,16604,3896,1112,5172,139237,138412,825.0,139237
2021,2,Córdoba,24.53,80.12,39.59,990,2452,201757,136516,6695,70824,442357,9925,930880,930818,62.0,930880
2021,2,Corrientes,11.47,43.54,30.37,670,6450,29419,27037,24524,10059,32697,5053,129501,129498,3.0,129501
2021,2,Entre Ríos,18.44,61.66,27.62,1070,3024,63518,55349,39468,18484,61605,16077,257632,257617,15.0,257632
2021,2,Formosa,8.46,33.23,23.97,3810,0,22364,731,746,1341,11077,1618,51551,51551,0.0,51551
2021,2,Jujuy,14.37,56.18,25.81,480,1750,24182,16577,37908,6070,29950,2401,111848,111848,0.0,111848
2021,2,La Pampa,27.04,82.08,12.28,2980,5540,64146,7769,8128,3399,9311,4062,97667,97551,116.0,97667
2021,2,La Rioja,20.49,76.98,38.53,180,10,5312,5971,23298,4825,42158,190,81602,81599,3.0,81602
2021,2,Mendoza,11.43,40.97,13.47,360,310,137462,10886,56117,4403,20686,500,229671,229052,619.0,229671
2021,2,Misiones,12.26,45.01,28.68,510,50,41643,25907,25811,16172,38308,8279,156176,156176,0.0,156176
2021,2,Neuquén,20.58,69.14,36.11,1120,3270,57713,8631,5871,5943,54008,5645,138250,137877,373.0,138250
2021,2,Río Negro,19.05,61.94,23.75,1250,5570,69356,3663,15019,3867,31488,20009,144084,143583,501.0,144084
2021,2,Salta,13.3,54.93,29.24,1010,200,42543,67012,7099,9654,58882,6328,191639,191637,2.0,191639
2021,2,San Juan,10.01,39.28,6.99,180,3330,59989,7840,1255,3400,278,4641,78933,78677,256.0,78933
2021,2,San Luis,23.89,83.48,21.66,600,0,11752,2703,5418,65946,22,36917,122818,122670,148.0,122818
2021,2,Santa Cruz,13.1,44.01,7.63,500,0,30595,8463,6888,1575,676,7350,48982,48785,197.0,48982
2021,2,Santa Fe,23.6,75.07,30.7,4670,8960,202018,204077,80452,75195,262124,15371,840600,840449,151.0,840600
2021,2,Santiago Del Estero,11.55,46.56,12.72,1230,9090,32034,62224,10359,8110,6064,1566,114090,114089,1.0,114090
2021,2,Tierra Del Fuego,20.13,67.89,8.59,170,0,21335,6913,458,4760,889,1483,35693,35404,289.0,35693
2021,2,Tucumán,13.61,54.93,40.31,320,970,40224,51648,23732,5022,109616,268,233051,233026,25.0,233051
2021,1,Buenos Aires,23.0,69.11,50.79,36939,31187,1108368,24052,163747,222061,2246313,10867,4060002,4054936,5.066,4060002
2021,1,Capital Federal,44.83,108.42,68.29,1350,2440,159662,76753,56457,83255,1003041,1260,1379673,1378283,1.39,1379673
2021,1,Catamarca,12.44,48.9,39.97,710,0,7423,8455,10115,7120,22996,2196,51968,51967,1.0,51968
2021,1,Chaco,11.53,43.14,33.63,3010,1120,24357,22102,27556,14496,42462,8384,139770,139767,3.0,139770
2021,1,Chubut,21.15,68.99,7.53,1060,1090,86986,21401,15392,2844,1112,439,132340,131515,825.0,132340
2021,1,Córdoba,24.06,78.59,36.17,930,2386,211799,135092,74659,71984,402191,12677,910881,910826,55.0,910881
2021,1,Corrientes,11.23,42.66,25.99,670,5270,31544,26223,26169,9001,27641,5453,126625,126622,3.0,126625
2021,1,Entre Ríos,18.07,60.44,23.87,1050,2911,67255,5606,42432,15774,54600,12826,251963,251950,13.0,251963
2021,1,Formosa,8.33,32.73,20.98,560,0,22409,7569,7916,1215,9579,1942,50686,50686,0.0,50686
2021,1,Jujuy,14.23,55.63,26.78,490,1750,23735,17293,40649,5680,25609,2378,110456,110456,0.0,110456
2021,1,La Pampa,26.94,81.78,10.73,2980,5540,68200,7864,7611,2786,7368,2424,97105,96989,116.0,97105
2021,1,La Rioja,13.26,49.81,12.7,180,10,36749,5968,4604,2150,5074,-10,52628,52625,3.0,52628
2021,1,Mendoza,10.93,39.15,12.6,280,400,134386,11216,52533,4061,16615,440,218923,218308,615.0,218923
2021,1,Misiones,11.76,43.17,25.08,510,5240,40949,25503,27101,1405,32953,8256,149387,149387,0.0,149387
2021,1,Neuquén,19.9,66.84,34.24,1160,3270,56171,8443,5903,5677,50840,5758,133235,132862,373.0,133235
2021,1,Río Negro,18.72,60.88,21.92,1250,4660,70011,4187,13045,3642,29589,20103,141168,140667,501.0,141168
2021,1,Salta,13.06,53.93,27.32,1090,200,40785,68149,9164,8139,54889,6319,187574,187572,2.0,187574
2021,1,San Juan,9.95,39.06,6.91,250,1940,60439,8580,11494,3400,276,4641,78267,78011,256.0,78267
2021,1,San Luis,23.25,81.24,21.59,580,0,11889,2926,4429,62913,22,36917,119154,119006,148.0,119154
2021,1,Santa Cruz,12.39,41.65,7.5,500,0,30655,8334,6987,1337,647,-1945,46065,45868,197.0,46065
2021,1,Santa Fe,23.24,73.92,28.13,5180,8910,201632,204458,91846,65476,236924,24382,826127,825990,137.0,826127
2021,1,Santiago Del Estero,11.33,45.67,11.58,1230,9090,33884,58464,8549,7000,4868,4144,111641,111640,1.0,111641
2021,1,Tierra Del Fuego,22.93,77.35,8.73,170,0,21379,1468,4317,4860,919,11836,40422,40133,289.0,40422
2021,1,Tucumán,13.58,54.82,37.98,290,970,42810,53416,25255,4188,103437,268,231912,231890,22.0,231912
2020,4,Buenos Aires,22.9,68.98,50.01,36939,31197,1109865,242243,214171,213588,2176242,9016,4033261,4028195,5.066,4033261
2020,4,Capital Federal,44.83,108.31,67.33,1350,2440,160210,78123,60208,80269,1000073,2680,1379530,1378140,1.39,1379530
2020,4,Catamarca,12.57,49.41,37.65,710,0,8843,874,11436,5910,20406,2309,52396,52395,1.0,52396
2020,4,Chaco,11.5,43.03,32.45,3010,1120,24782,22479,26802,15701,40949,7965,139091,139088,3.0,139091
2020,4,Chubut,20.95,68.35,7.38,1060,1090,88157,21824,12046,2818,1112,4402,130574,129749,825.0,130574
2020,4,Córdoba,23.9,78.08,35.12,1190,2386,214963,135262,82221,70013,384169,13568,902701,902646,55.0,902701
2020,4,Corrientes,11.17,42.43,25.45,670,5270,31900,26321,25687,9383,26789,4985,125659,125656,3.0,125659
2020,4,Entre Ríos,17.78,59.47,24.05,1050,2911,65659,53556,40755,166,53141,14654,247381,247368,13.0,247381
2020,4,Formosa,8.27,32.49,19.7,560,0,23540,7606,7181,1197,8946,168,50206,50206,0.0,50206
2020,4,Jujuy,13.67,53.46,25.21,490,1820,23772,14379,4493,4460,19282,2811,105851,105851,0.0,105851
2020,4,La Pampa,26.94,81.77,9.88,2980,5540,70184,8124,6562,2396,6257,252,96895,96779,116.0,96895
2020,4,La Rioja,13.34,50.11,12.53,180,10,36906,606,4633,1810,4979,0,52778,52775,3.0,52778
2020,4,Mendoza,10.78,38.63,11.09,280,400,146312,11172,40396,3378,11557,257,215453,214838,615.0,215453
2020,4,Misiones,11.61,42.64,24.96,510,5240,39988,26078,26445,1481,32264,7001,147161,147161,0.0,147161
2020,4,Neuquén,19.94,67.0,33.91,1160,3270,56434,8478,5791,5493,50776,572,133135,132762,373.0,133135
2020,4,Río Negro,18.79,61.09,21.64,1250,4660,70305,4153,13131,3512,29372,20146,141210,140709,501.0,141210
2020,4,Salta,13.09,54.04,25.32,1090,5140,41443,68829,15188,8291,46697,6319,187390,187388,2.0,187390
2020,4,San Juan,9.25,36.32,6.41,250,1940,61316,7400,5126,3320,275,4588,72596,72340,256.0,72596
2020,4,San Luis,23.38,81.68,21.25,580,0,14020,349,2688,62239,22,36918,119435,119287,148.0,119435
2020,4,Santa Cruz,11.01,37.0,7.49,470,0,27173,4382,6634,1033,647,7580,40674,40477,197.0,40674
2020,4,Santa Fe,23.14,73.58,27.29,5180,8910,206372,203793,94246,65145,226246,23602,820813,820676,137.0,820813
2020,4,Santiago Del Estero,10.86,43.75,11.28,1230,9090,34518,5759,4666,4110,4520,3932,106669,106668,1.0,106669
2020,4,Tierra Del Fuego,22.61,76.27,8.49,170,0,21881,6119,3497,4880,922,669,39614,39325,289.0,39614
2020,4,Tucumán,13.57,54.78,36.44,290,970,44095,54334,32155,4105,93594,268,231089,231067,22.0,231089
2020,3,Buenos Aires,22.41,67.66,48.38,37542,31514,1113823,23471,219772,194248,2085815,19853,3937277,3932211,5.066,3937277
2020,3,Capital Federal,44.62,107.68,63.81,2640,3120,162222,85083,68753,78028,977766,2470,1372675,1371285,1.39,1372675
2020,3,Catamarca,12.0,47.16,36.54,630,0,8276,8768,11195,5620,18886,2154,49904,49903,1.0,49904
2020,3,Chaco,11.1,41.54,30.8,3080,1120,24675,21639,27546,13751,38729,7194,133954,133951,3.0,133954
2020,3,Chubut,20.95,68.34,7.4,1580,1090,87559,22114,12217,2818,1110,3942,130027,129202,825.0,130027
2020,3,Córdoba,23.03,75.22,33.51,1680,3064,218599,124833,84236,63823,361021,11728,867472,867417,55.0,867472
2020,3,Corrientes,10.99,41.75,23.85,720,5270,35190,23315,25308,8615,25344,502,123391,123388,3.0,123391
2020,3,Entre Ríos,17.4,58.19,22.43,1300,2911,66648,51478,40797,14377,49395,15759,241495,241482,13.0,241495
2020,3,Formosa,8.12,31.91,18.28,3910,1510,23163,7432,7125,9910,8219,1737,49209,49209,0.0,49209
2020,3,Jujuy,13.82,54.04,21.91,550,1820,32131,10566,45198,2930,15238,3065,106728,106728,0.0,106728
2020,3,La Pampa,26.12,79.26,10.7,2930,8100,66695,782,5577,2189,6322,4029,93735,93619,116.0,93735
2020,3,La Rioja,13.34,50.12,12.19,210,10,37105,5955,466,1240,4748,20,52616,52613,3.0,52616
2020,3,Mendoza,10.42,37.35,10.19,580,400,141404,12123,42433,3448,8237,450,207788,207173,615.0,207788
2020,3,Misiones,11.33,41.6,24.14,710,5240,39005,24215,25942,13663,30987,8779,143186,143186,0.0,143186
2020,3,Neuquén,19.42,65.24,31.46,2180,3270,60463,6561,5975,5449,49439,8030,129235,128862,373.0,129235
2020,3,Río Negro,17.55,57.05,21.08,1140,4660,68986,3769,7096,3455,28488,19093,131467,130966,501.0,131467
2020,3,Salta,12.67,52.32,25.26,1290,5140,32780,64736,1599,7928,43773,14996,180846,180844,2.0,180846
2020,3,San Juan,9.88,38.79,6.03,480,1940,65526,7110,6529,410,128,415,77327,77071,256.0,77327
2020,3,San Luis,22.88,79.96,20.85,1050,0,12199,3351,2666,61319,8,36917,116565,116417,148.0,116565
2020,3,Santa Cruz,10.7,35.95,6.65,660,0,26888,4015,673,6290,120,8330,39281,39084,197.0,39281
2020,3,Santa Fe,22.68,72.12,25.69,5680,1241,213353,199381,92095,58797,210562,27001,802998,802861,137.0,802998
2020,3,Santiago Del Estero,10.76,43.38,10.88,1330,9090,33287,57418,4658,2920,3994,4801,105492,105491,1.0,105492
2020,3,Tierra Del Fuego,22.77,76.81,8.51,110,0,22094,5414,3726,4810,937,6992,39655,39366,289.0,39655
2020,3,Tucumán,13.18,53.23,34.84,520,970,45913,5461,33126,3246,84195,2637,223876,223854,22.0,223876
2020,2,Buenos Aires,21.55,65.22,45.66,37542,31606,1129236,241336,233132,188995,1894466,21233,3777546,3772480,5.066,3777546
2020,2,Capital Federal,44.15,106.41,60.48,2640,3120,166474,94585,79858,8016,935481,6870,1357821,1356431,1.39,1357821
2020,2,Catamarca,11.56,45.43,34.93,630,0,8801,869,10242,4260,16578,3176,47976,47975,1.0,47976
2020,2,Chaco,10.65,39.83,27.95,3080,9280,24350,2114,29044,12082,33311,6969,128132,128129,3.0,128132
2020,2,Chubut,17.58,57.34,7.61,1580,1090,69578,22188,10537,1473,614,3999,108656,107831,825.0,108656
2020,2,Córdoba,22.26,72.71,30.99,1680,4383,219025,125932,8953,63216,325243,8971,836468,836413,55.0,836468
2020,2,Corrientes,10.61,40.3,22.15,720,5270,34242,22845,25844,7898,22418,502,118866,118863,3.0,118866
2020,2,Entre Ríos,16.9,56.54,20.45,1300,3679,66758,5064,4209,12856,43391,14569,234113,234100,13.0,234113
2020,2,Formosa,7.93,31.14,16.87,3910,1510,23534,7109,6998,9610,7475,1313,47932,47932,0.0,47932
2020,2,Jujuy,12.25,47.89,15.86,550,1820,30548,10519,26829,2090,9417,16557,94316,94316,0.0,94316
2020,2,La Pampa,25.07,76.1,8.03,2930,8100,71218,7531,38,1657,3377,1123,89809,89693,116.0,89809
2020,2,La Rioja,13.27,49.84,11.67,210,10,37375,5661,4686,730,4336,20,52155,52152,3.0,52155
2020,2,Mendoza,10.12,36.25,9.27,580,400,142253,12439,35274,3248,5422,245,201184,200569,615.0,201184
2020,2,Misiones,11.14,40.89,22.56,710,5240,39867,23719,26445,12305,28763,8646,140340,140340,0.0,140340
2020,2,Neuquén,19.02,63.9,29.1,2180,3270,61171,6103,6625,5296,46432,0,126172,125799,373.0,126172
2020,2,Río Negro,17.34,56.37,19.68,1140,4660,70817,3335,7498,3246,26953,17057,129486,128985,501.0,129486
2020,2,Salta,12.49,51.58,22.56,1290,5140,41801,64463,16989,7741,39594,6531,177762,177760,2.0,177762
2020,2,San Juan,8.94,35.09,6.31,480,1940,59113,9170,4908,400,127,443,69777,69521,256.0,69777
2020,2,San Luis,22.44,78.41,21.02,1050,0,11439,3585,1934,60889,8,35992,113952,113804,148.0,113952
2020,2,Santa Cruz,10.65,35.79,6.59,660,0,26938,4166,6541,5460,119,4930,38869,38672,197.0,38869
2020,2,Santa Fe,22.01,70.0,23.93,5680,2061,213054,198772,96575,57236,189473,20193,777932,777795,137.0,777932
2020,2,Santiago Del Estero,10.79,43.47,10.41,1330,1779,32557,57709,5178,2470,3328,4516,105447,105446,1.0,105447
2020,2,Tierra Del Fuego,22.64,76.37,8.13,110,0,22325,5186,3034,3910,796,7446,39189,38900,289.0,39189
2020,2,Tucumán,12.83,51.78,32.7,520,970,49028,54537,34184,2246,74377,2635,217156,217134,22.0,217156
2020,1,Buenos Aires,21.21,64.33,45.18,38215,36802,1122034,236421,247977,20578,1802583,28935,3718747,3702985,5.066,3708051
2020,1,Capital Federal,44.02,105.98,58.71,2640,3120,169651,102254,89665,85899,906009,0,1354054,1352104,1.39,1353494
2020,1,Catamarca,9.57,37.62,29.13,630,0,8838,7543,9558,4080,10299,2151,38860,39634,1.0,39635
2020,1,Chaco,10.02,37.48,25.94,3080,9280,23291,19976,29851,10416,28539,6917,120226,120274,3.0,120277
2020,1,Chubut,15.72,51.27,7.12,1580,1090,69586,12957,7756,124,614,45,96920,95938,800.0,96738
2020,1,Córdoba,21.64,70.69,29.39,1420,5128,217229,120188,95827,65733,296875,9802,810924,811044,55.0,811099
2020,1,Corrientes,10.2,38.73,20.54,720,5270,33479,21382,26679,7351,19467,478,113737,113967,3.0,113970
2020,1,Entre Ríos,16.78,56.12,19.03,1300,4081,72280,47132,41125,11988,39794,13762,230292,231833,13.0,231846
2020,1,Formosa,7.69,30.23,15.7,1127,3420,23761,65,6564,9640,6918,1000,46276,46434,0.0,46434
2020,1,Jujuy,11.93,46.67,14.14,550,1820,33120,9979,26693,1660,7349,16545,94089,91665,0.0,91665
2020,1,La Pampa,24.96,75.77,7.29,2930,8110,72740,7199,3029,1342,2113,1618,89145,89110,116.0,89226
2020,1,La Rioja,12.34,46.35,7.96,210,10,37209,5158,464,220,1294,0,48345,48337,3.0,48340
2020,1,Mendoza,9.25,33.14,8.44,580,400,140410,12285,17489,286,3818,0,176960,182837,615.0,183452
2020,1,Misiones,10.63,39.02,22.15,710,5240,36622,21271,26433,11581,26313,10885,133700,133552,0.0,133552
2020,1,Neuquén,18.41,61.85,27.77,2180,3270,60152,5257,7123,5399,43738,0,122214,121354,373.0,121727
2020,1,Río Negro,16.95,55.12,19.06,1140,4660,69154,293,7857,3199,25488,17719,126927,125699,501.0,126200
2020,1,Salta,12.01,49.6,21.43,1290,5140,38537,63714,17991,8625,34744,6441,170695,170379,2.0,170381
2020,1,San Juan,8.25,32.39,6.04,480,1940,59787,1594,1292,400,127,4779,67861,63975,256.0,64231
2020,1,San Luis,21.84,76.31,20.99,1050,0,11322,4164,5250,58258,5,36075,110454,110404,148.0,110552
2020,1,Santa Cruz,10.7,35.97,6.42,670,110,27447,4993,5169,5290,119,0,38335,38625,197.0,38822
2020,1,Santa Fe,21.86,69.52,22.42,6960,2994,217553,196826,10456,48448,173823,17656,762556,770981,137.0,771118
2020,1,Santiago Del Estero,10.54,42.47,10.0,1330,1779,33086,56884,3737,1350,2799,4501,103054,102754,1.0,102755
2020,1,Tierra Del Fuego,22.55,76.07,7.41,110,10,22976,5024,1834,1960,518,7046,37606,38505,289.0,38794
2020,1,Tucumán,11.85,47.85,32.25,520,970,49555,50383,31096,173,67536,0,200449,200045,22.0,200067
2019,4,Buenos Aires,21.14,64.25,30.77,33489,27537,1177446,262297,247106,45257,1465133,20676,3686254,3681120,5.134,3686254
2019,4,Capital Federal,44.19,106.25,44.2,3070,150,177098,110218,110852,20581,753805,0,1358105,1356695,1.41,1358105
2019,4,Catamarca,9.27,36.44,24.88,630,0,9945,7619,9305,8040,7477,3098,38311,38310,1.0,38311
2019,4,Chaco,9.85,36.84,23.37,830,0,25899,18959,30902,13516,21556,6988,117903,117900,3.0,117903
2019,4,Chubut,15.68,51.15,6.99,1580,40,69405,12945,7615,124,614,4121,96102,95292,810.0,96102
2019,4,Córdoba,21.58,70.48,26.16,1420,0,232781,118232,10933,114111,221742,1035,806688,806633,55.0,806688
2019,4,Corrientes,10.21,38.77,19.26,720,0,35055,2062,27367,9981,15744,4995,113834,113831,3.0,113834
2019,4,Entre Ríos,17.34,57.99,17.01,470,0,88203,44511,42962,18976,30153,14178,239030,239017,13.0,239030
2019,4,Formosa,7.76,30.47,14.53,1127,1910,24606,6319,6788,1766,5671,2430,46711,46711,0.0,46711
2019,4,Jujuy,11.6,45.38,12.96,550,0,32920,9632,26764,1020,5286,14122,88881,88881,0.0,88881
2019,4,La Pampa,25.34,76.92,6.53,2930,3130,76747,69,1951,1287,1342,1566,90399,90280,119.0,90399
2019,4,La Rioja,12.55,47.14,8.0,210,0,37846,5045,4763,220,1305,0,49002,48999,3.0,49002
2019,4,Mendoza,9.39,33.65,7.79,7460,90,145139,12955,15237,2165,2628,6901,185780,185157,623.0,185780
2019,4,Misiones,10.84,39.79,20.32,710,0,39664,2084,27305,15626,20799,11508,135813,135813,0.0,135813
2019,4,Neuquén,17.67,59.36,26.02,2180,10,57370,4439,7357,12059,35001,0,116445,116069,376.0,116445
2019,4,Río Negro,17.13,55.71,17.18,1140,0,71847,2797,8558,6968,19837,17019,127140,126636,504.0,127140
2019,4,Salta,12.2,50.35,19.08,1490,10,42159,67656,15369,1417,25821,712,172445,172443,2.0,172445
2019,4,San Juan,8.37,32.85,6.04,480,10,60626,1594,1292,400,127,1246,64974,64715,259.0,64974
2019,4,San Luis,21.44,74.92,20.69,1050,0,11901,4164,5250,55216,3,36287,108201,108053,148.0,108201
2019,4,Santa Cruz,10.92,36.71,5.21,670,0,32368,4346,2224,70,8,3500,39370,39170,200.0,39370
2019,4,Santa Fe,21.85,69.48,20.55,6980,0,230234,190664,113527,70998,135576,27472,769169,769019,150.0,769169
2019,4,Santiago Del Estero,10.65,42.92,9.79,1330,9080,34911,56309,3756,1050,2449,5017,103588,103587,1.0,103588
2019,4,Tierra Del Fuego,23.63,79.7,7.27,110,0,23593,505,1848,1390,1962,7789,40392,40101,291.0,40392
2019,4,Tucumán,11.8,47.65,29.87,550,0,54544,52017,28916,6405,56707,0,198644,198621,23.0,198644
2019,3,Buenos Aires,22.76,69.36,25.68,23892,44648,1432722,222812,260506,483572,1246209,42294,3971683,3950114,10.119,3960233
2019,3,Capital Federal,46.9,112.65,38.71,1040,3680,269704,120924,138011,258591,655108,0,1442810,1437734,3.477,1441211
2019,3,Catamarca,7.86,30.88,9.29,340,430,14449,9285,6333,720,15,2151,32382,32391,9.0,32400
2019,3,Chaco,9.58,35.85,19.99,690,1216,32764,28198,13336,12987,16740,6917,112227,114438,13.0,114451
2019,3,Chubut,14.58,47.57,6.97,740,8400,62680,13033,7171,124,614,45,90152,87481,1.524,89005
2019,3,Córdoba,21.0,68.59,23.19,830,5824,240151,106651,118486,146247,157546,7353,782341,782946,107.0,783053
2019,3,Corrientes,10.13,38.49,16.7,100,5970,42231,29628,10348,10388,12674,478,110656,112749,10.0,112759
2019,3,Entre Ríos,17.31,57.9,14.7,190,4446,99656,56161,17064,21216,22645,15107,236314,238057,45.0,238102
2019,3,Formosa,7.66,30.11,13.22,111,3490,24943,6049,7117,2262,4443,1000,46373,46066,0.0,46066
2019,3,Jujuy,11.33,44.32,11.97,270,8850,31722,924,26835,560,3671,16545,88981,86575,1.0,86576
2019,3,La Pampa,25.52,77.45,5.72,2370,3289,75849,5922,1611,1359,941,1618,90826,90559,269.0,90828
2019,3,La Rioja,12.76,47.94,8.0,90,100,38657,4786,4887,220,1307,0,49678,49659,18.0,49677
2019,3,Mendoza,11.37,40.74,6.11,210,1269,206821,2958,10093,1263,349,0,222774,223015,1.322,224337
2019,3,Misiones,10.71,39.33,17.93,470,1928,43530,29375,11256,16107,16650,12206,131099,133883,0.0,133883
2019,3,Neuquén,19.09,64.14,23.75,450,2258,62909,4586,9597,16923,28458,1220,124898,123435,1.986,125421
2019,3,Río Negro,19.51,63.42,15.98,470,1234,87435,2348,9779,10176,15505,17719,144243,143391,904.0,144295
2019,3,Salta,10.77,44.48,14.75,490,9000,43160,6223,14309,11418,12357,7515,151938,151834,1.0,151835
2019,3,San Juan,9.44,37.06,6.04,220,1710,68315,2245,1267,410,128,4779,76968,72535,563.0,73098
2019,3,San Luis,24.39,85.23,19.74,570,1000,18643,5113,4670,62242,5,36075,122702,122409,291.0,122700
2019,3,Santa Cruz,10.6,35.63,5.02,280,840,31612,4472,1203,270,4,0,37430,37642,328.0,37970
2019,3,Santa Fe,21.66,68.87,18.17,6400,8184,242454,193286,107068,84325,97082,19537,752576,760706,228.0,760934
2019,3,Santiago Del Estero,13.73,55.3,9.39,390,1832,35554,55172,3612,860,1836,34501,132632,133130,2.0,133132
2019,3,Tierra Del Fuego,28.6,96.46,6.69,60,140,32133,4692,1756,820,226,9648,48557,48043,544.0,48587
2019,3,Tucumán,9.78,39.49,19.32,160,1100,71043,47693,24354,8430,20385,0,164444,164099,32.0,164131
2019,2,Buenos Aires,22.22,67.85,22.48,199768,46852,1436259,217785,438663,502275,985767,43438,3870807,3845594,10.104,3855698
2019,2,Capital Federal,46.09,110.55,30.35,740,1027,281370,124087,239691,296155,475991,0,1418395,1412177,3.443,1415620
2019,2,Catamarca,8.17,32.13,8.81,340,430,16631,867,6049,340,10,2151,33622,33626,9.0,33635
2019,2,Chaco,9.13,34.14,16.01,690,1383,38488,26431,16789,15348,9904,1492,109904,108721,13.0,108734
2019,2,Chubut,14.4,46.99,6.05,660,3952,69032,10049,1495,740,165,45,89333,86038,1.518,87556
2019,2,Córdoba,20.84,68.07,18.43,810,8165,248427,100512,157458,170159,76053,8938,769793,775023,105.0,775128
2019,2,Corrientes,10.05,38.16,13.83,100,3012,40424,27774,13114,11928,7119,608,109461,111539,10.0,111549
2019,2,Entre Ríos,17.19,57.48,12.19,180,5905,100687,52316,23196,24221,10664,17206,234213,235780,44.0,235824
2019,2,Formosa,7.74,30.42,10.84,111,3490,26512,5399,8384,2639,2258,1000,46751,46438,0.0,46438
2019,2,Jujuy,11.38,44.51,12.07,270,9400,26233,8441,267,270,2600,21765,86733,86706,1.0,86707
2019,2,La Pampa,25.4,77.08,5.49,2360,3289,75406,5191,1366,1445,629,2661,90223,89937,268.0,90205
2019,2,La Rioja,12.97,48.7,7.89,90,110,39819,4297,4857,130,1298,0,50304,50283,18.0,50301
2019,2,Mendoza,11.37,40.75,6.03,200,2522,205165,2971,10092,1256,234,0,222260,222535,1.322,223857
2019,2,Misiones,10.66,39.15,14.5,470,2226,45769,27385,15408,18882,8129,12206,130052,132878,0.0,132878
2019,2,Neuquén,18.78,63.08,17.24,3020,3038,61776,4688,17318,2121,14132,4220,122886,120954,1.999,122953
2019,2,Río Negro,18.79,61.09,11.63,3840,1354,86366,2201,10291,12407,6907,18519,138429,137632,915.0,138547
2019,2,Salta,10.15,41.89,12.55,490,9740,59638,36923,16961,14059,6461,7585,142650,142567,1.0,142568
2019,2,San Juan,9.07,35.6,6.12,220,2130,60913,2177,7850,70,4,6119,70240,69461,564.0,70025
