Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros,Total_x,Banda ancha fija,Dial up,Total_y
2019,2,San Luis,23.41,81.79,19.88,570,1020,16575,4964,4670,57236,5,37977,117383,117094,291.0,117385
2019,2,Santa Cruz,8.58,28.85,6.01,250,840,24861,3806,1202,280,4,0,30010,30225,325.0,30550
2019,2,Santa Fe,21.2,67.42,15.07,3210,8427,300124,125176,129741,100131,49865,22323,736108,743258,226.0,743484
2019,2,Santiago Del Estero,13.1,52.79,7.1,390,1832,63268,21362,3741,1080,1205,34501,126056,126752,2.0,126754
2019,2,Tierra Del Fuego,28.11,94.8,6.34,60,1230,41824,4241,1573,960,32,0,47895,46910,544.0,47454
2019,2,Tucumán,9.94,40.14,18.53,160,1570,78891,44296,24291,6280,18394,0,166673,166299,32.0,166331
2019,1,Buenos Aires,21.64,66.24,19.64,162513,72296,1429964,202511,576428,576859,705769,6369,3732709,3736563,10.104,3746667
2019,1,Capital Federal,45.58,109.2,24.72,740,7417,283787,131007,330122,365713,283463,0,1401583,1396157,3.443,1399600
2019,1,Catamarca,8.19,32.19,7.96,340,1708,18761,6443,5606,290,7,2151,34739,33613,9.0,33622
2019,1,Chaco,8.72,32.64,13.44,690,3801,38719,25632,18965,12393,6368,1035,106982,103664,13.0,103677
2019,1,Chubut,13.18,43.0,5.89,660,3938,71077,6571,7870,740,165,0,82678,78260,1.518,79778
2019,1,Córdoba,20.06,65.52,15.73,810,20403,242769,96997,200681,127965,50716,6806,746418,744010,105.0,744115
2019,1,Corrientes,9.25,35.13,12.05,100,647,38402,26562,15498,9688,5029,0,101659,102477,10.0,102487
2019,1,Entre Ríos,16.98,56.79,10.66,180,9217,107013,50068,28957,18146,7619,12142,233180,232403,44.0,232447
2019,1,Formosa,7.55,29.68,9.83,111,3023,23085,5301,9027,2099,1654,0,45299,45211,0.0,45211
2019,1,Jujuy,11.87,46.41,8.56,270,2817,30727,7811,4021,300,1141,37162,83736,90146,1.0,90147
2019,1,La Pampa,25.16,76.35,5.06,2360,8327,70538,4466,1061,1354,405,6980,87085,88892,268.0,89160
2019,1,La Rioja,13.36,50.18,7.09,90,1169,40285,4088,5216,170,869,0,51653,51638,18.0,51656
2019,1,Mendoza,10.51,37.66,5.74,200,1786,205383,2837,5702,1110,140,0,215979,204976,1.322,206298
2019,1,Misiones,9.88,36.26,12.51,470,5946,45266,2589,19111,16552,5167,7654,125633,122720,0.0,122720
2019,1,Neuquén,17.53,58.88,15.88,1328,3055,52360,1781,21452,17135,11026,6105,114242,112321,2.056,114377
2019,1,Río Negro,16.48,53.57,10.49,3840,1583,84845,2037,13615,9567,5076,3719,120826,120173,915.0,121088
2019,1,Salta,9.71,40.1,10.38,490,4232,59244,36473,2291,10861,2242,10,136012,136019,1.0,136020
2019,1,San Juan,8.11,31.83,5.84,220,2290,62380,2660,5200,30,2,5600,63982,61881,564.0,62445
2019,1,San Luis,19.27,67.34,8.71,570,1200,21380,53214,3450,60,2,23577,98701,96044,291.0,96335
2019,1,Santa Cruz,7.04,23.67,5.78,250,1280,21990,2731,7020,260,4,0,25606,24580,325.0,24905
2019,1,Santa Fe,21.06,66.97,12.99,3330,2935,296798,122959,153212,74575,36502,18591,732320,736851,227.0,737078
2019,1,Santiago Del Estero,9.31,37.52,6.42,390,3372,62895,20691,3959,850,494,0,91535,89851,2.0,89853
2019,1,Tierra Del Fuego,27.68,93.38,6.34,60,1310,38851,3623,6410,800,29,0,43361,45903,544.0,46447
2019,1,Tucumán,10.31,41.63,16.57,160,5188,82240,42877,2621,8470,14839,0,172217,171970,32.0,172002
2018,4,Buenos Aires,21.06,64.6,16.93,134673,73761,1422463,194426,577679,949093,265386,19125,3636606,3626502,10.104,3636606
2018,4,Capital Federal,45.25,108.27,22.94,740,7388,283281,143309,330496,437662,186810,0,1389020,1385577,3.443,1389020
2018,4,Catamarca,8.2,32.23,8.04,340,1669,17955,6425,5461,290,7,2003,33583,33574,9.0,33583
2018,4,Chaco,8.71,32.59,13.49,690,3405,36437,25633,18965,12393,6368,0,103270,103257,13.0,103270
2018,4,Chubut,13.06,42.61,6.09,660,3917,66061,6215,5310,6230,165,1144,78722,77204,1.518,78722
2018,4,Córdoba,19.93,65.09,15.81,810,24102,228475,97277,201639,128053,48809,8903,737339,737234,105.0,737339
2018,4,Corrientes,9.1,34.57,12.14,100,6438,37376,26562,15498,9688,5029,0,100601,100591,10.0,100601
2018,4,Entre Ríos,16.26,54.37,11.02,180,8769,94780,50027,29002,18146,7612,13693,222047,222003,44.0,222047
2018,4,Formosa,7.57,29.74,9.82,111,3074,22962,5285,9027,2092,1654,0,45204,45204,0.0,45204
2018,4,Jujuy,11.9,46.53,8.56,270,2803,30727,7811,4021,300,1141,43573,90133,90132,1.0,90133
2018,4,La Pampa,24.22,73.49,4.32,2410,7727,70508,3661,9780,1328,270,9230,85636,85368,268.0,85636
2018,4,La Rioja,13.4,50.35,7.09,90,1164,40285,4088,5216,170,869,30,51651,51633,18.0,51651
2018,4,Mendoza,10.54,37.76,5.75,200,1463,197450,2494,4726,190,132,0,206304,204982,1.322,206304
2018,4,Misiones,9.38,34.45,12.5,470,5981,43267,26019,19226,16566,5167,0,116273,116273,0.0,116273
2018,4,Neuquén,17.58,59.07,15.89,1328,3044,52313,1781,21452,17135,11025,6287,114365,112309,2.056,114365
2018,4,Río Negro,15.95,51.86,10.49,3840,1225,83412,6430,1344,9569,5070,3094,116837,115922,915.0,116837
2018,4,Salta,9.64,39.8,10.46,490,3659,58492,36365,2291,10861,2242,0,134578,134577,1.0,134578
2018,4,San Juan,8.13,31.9,5.72,220,1465,59811,1800,3120,10,1,6060,62398,61834,564.0,62398
2018,4,San Luis,19.33,67.55,8.82,570,1090,19164,53183,1190,620,2,23635,96331,96040,291.0,96331
2018,4,Santa Cruz,7.05,23.69,5.12,250,1150,23107,7790,2060,10,4,5310,24768,24443,325.0,24768
2018,4,Santa Fe,20.62,65.59,13.18,3350,31397,276301,121009,152039,74432,36427,2845,720390,720161,229.0,720390
2018,4,Santiago Del Estero,9.28,37.4,6.31,390,325,61347,20127,3686,770,483,3260,89335,89333,2.0,89335
2018,4,Tierra Del Fuego,27.75,93.59,7.44,60,270,29919,6323,9894,240,67,0,46260,45716,544.0,46260
2018,4,Tucumán,10.34,41.76,16.58,160,5244,82089,42766,26111,8470,14839,920,172004,171972,32.0,172004
2018,3,Buenos Aires,20.96,64.44,16.78,9910,80459,1445733,190805,63609,897964,237248,120464,3609754,3599714,10.563,3610277
2018,3,Capital Federal,45.38,108.45,21.64,730,8493,287919,147253,370677,41502,165055,0,1394490,1385804,6.686,1392490
2018,3,Catamarca,8.37,32.92,7.81,340,1994,18475,6358,532,340,7,2151,34373,34215,11.0,34226
2018,3,Chaco,8.63,32.28,12.89,700,3503,38729,24916,20335,11085,5667,1035,105340,102021,12.0,102033
2018,3,Chubut,17.29,56.39,6.08,670,3951,91096,6162,5310,6230,164,0,102594,101310,2.426,103736
2018,3,Córdoba,19.67,64.24,14.82,810,24767,224471,96372,221984,109333,39854,649,723352,725764,94.0,725858
2018,3,Corrientes,9.02,34.25,11.49,110,6754,38364,24953,16601,8357,4419,0,99459,99445,11.0,99456
2018,3,Entre Ríos,15.02,50.22,10.52,180,9048,96095,45651,31353,15111,6786,0,204062,204560,48.0,204608
2018,3,Formosa,7.53,29.58,9.32,111,3365,22624,5259,9336,1729,1434,0,44857,44865,0.0,44865
2018,3,Jujuy,5.95,23.26,7.67,3450,302,29048,7756,4066,390,623,0,44897,44934,1.0,44935
2018,3,La Pampa,23.64,71.75,4.28,2420,8417,68507,3153,9200,1189,216,6980,83342,83180,244.0,83424
2018,3,La Rioja,13.51,50.73,6.16,90,1291,40647,4138,5425,200,339,0,51869,51855,17.0,51872
2018,3,Mendoza,10.6,37.99,5.79,200,1525,199297,2476,4727,270,129,0,208201,205545,1.484,207029
2018,3,Misiones,8.74,32.1,12.49,480,5749,39617,24747,21212,14674,4547,0,110594,108042,0.0,108042
2018,3,Neuquén,18.01,60.49,14.67,1396,2244,55822,1647,23785,15218,9718,6105,115935,114713,2.005,116718
2018,3,Río Negro,15.55,50.54,10.06,4090,5221,75929,5120,14912,847,4332,3719,113504,112433,1.059,113492
2018,3,Salta,9.55,39.43,9.27,1160,3721,61795,32782,25582,9224,502,0,133722,132882,1.0,132883
2018,3,San Juan,8.42,33.05,5.74,220,1326,62525,1800,3120,30,1,0,64369,63823,658.0,64481
2018,3,San Luis,14.98,52.35,8.81,570,1090,19170,5294,1190,630,2,1902,74362,74121,300.0,74421
2018,3,Santa Cruz,9.74,32.73,5.37,260,1160,32815,7780,2060,10,3,0,33945,33565,434.0,33999
2018,3,Santa Fe,19.94,63.41,12.36,4670,36786,269211,115907,162545,62479,31266,13911,692572,694883,217.0,695100
2018,3,Santiago Del Estero,9.0,36.25,5.78,410,255,60260,19116,3806,640,265,0,86102,86358,2.0,86360
2018,3,Tierra Del Fuego,27.51,92.77,5.99,60,1870,41569,227,2310,240,13,0,44300,45056,508.0,45564
2018,3,Tucumán,10.33,41.68,15.26,160,5993,81559,43282,27062,9410,12187,0,171040,171135,31.0,171166
2018,2,Buenos Aires,20.37,62.78,14.68,1009,81354,1459443,295457,816056,536049,199589,113357,3502314,3490134,10.565,3500699
2018,2,Capital Federal,44.63,106.53,18.94,730,9234,290291,219166,445345,264805,142253,0,1371167,1362498,6.688,1369186
2018,2,Catamarca,8.36,32.86,7.69,340,2414,14624,6112,4347,360,6,65,34073,34078,11.0,34089
2018,2,Chaco,8.35,31.25,12.5,700,2968,34167,24282,21887,9251,4630,1035,98290,98509,12.0,98521
2018,2,Chubut,16.83,54.9,5.33,670,4471,85598,5369,40,50,9,501,100533,98137,2.427,100564
2018,2,Córdoba,19.37,63.27,13.88,810,21779,219630,102596,244291,78852,34950,811,710289,712979,94.0,713073
2018,2,Corrientes,8.9,33.81,10.88,110,7047,38268,24066,17926,678,3862,0,97960,97946,11.0,97957
2018,2,Entre Ríos,14.71,49.2,10.19,180,8179,94459,4457,34281,12012,5920,0,199439,199937,48.0,199985
2018,2,Formosa,7.49,29.43,8.97,111,3568,22409,5176,9727,1313,1243,0,44546,44554,,44554
2018,2,Jujuy,5.99,23.43,6.29,3450,332,29319,8083,3977,440,7,0,45095,45132,1.0,45133
2018,2,La Pampa,23.41,71.04,4.1,2440,8797,68083,2409,9650,9690,179,6980,82344,82177,244.0,82421
2018,2,La Rioja,13.57,50.98,5.59,90,1384,40679,4198,564,200,15,0,51945,51931,17.0,51948
2018,2,Mendoza,10.32,36.97,5.88,200,1658,164596,5150,2660,170,72,33788,200932,199468,1.484,200952
2018,2,Misiones,8.62,31.63,11.76,480,6092,39489,23569,23747,11888,3866,0,108699,106147,,106147
2018,2,Neuquén,17.93,60.24,13.37,1396,2408,56035,1314,26417,12442,8551,6105,114668,113842,2.006,115848
2018,2,Río Negro,15.43,50.15,9.51,4090,5298,75056,5230,1648,6663,3725,3975,112129,111176,1.059,112235
2018,2,Salta,9.67,39.94,8.93,1160,399,61763,33285,28431,7239,182,0,135006,134166,1.0,134167
2018,2,San Juan,8.39,32.95,5.85,220,1378,57591,110,0,30,0,5068,64073,63443,658.0,64101
2018,2,San Luis,4.34,15.15,5.9,570,1010,11992,110,0,70,2,9284,21454,21168,300.0,21468
2018,2,Santa Cruz,9.92,33.33,5.19,260,1200,28600,6550,1000,10,3,4267,33772,33970,435.0,34405
2018,2,Santa Fe,19.68,62.57,11.75,7440,34267,262603,112143,17554,50525,26512,22257,684591,684243,309.0,684552
2018,2,Santiago Del Estero,8.75,35.26,5.91,410,2717,41362,18721,3278,310,31,17589,83770,83773,2.0,83775
2018,2,Tierra Del Fuego,27.16,91.61,5.94,60,1880,40912,2217,750,0,0,1070,43505,44199,508.0,44707
2018,2,Tucumán,10.28,41.51,13.51,160,6735,79899,44968,27059,1084,8784,1305,169850,169926,31.0,169957
2018,1,Buenos Aires,20.28,62.63,14.2,1514,74766,1445752,292732,886678,480237,184203,105818,3471700,3464882,10.564,3475446
2018,1,Capital Federal,44.56,106.24,17.75,890,10039,292566,222737,487826,227953,127384,0,1368594,1359882,6.688,1366570
2018,1,Catamarca,8.34,32.79,8.2,340,2896,14770,6145,3539,410,4,65,33929,33934,11.0,33945
2018,1,Chaco,8.24,30.83,12.44,700,3261,32516,24488,23296,8219,3897,1035,96782,96925,12.0,96937
2018,1,Chubut,16.47,53.72,5.42,670,4314,83161,5358,40,50,9,501,97928,95532,2.427,97959
2018,1,Córdoba,19.45,63.52,12.79,2810,23922,222815,1043,266259,57137,29228,10049,713991,713825,101.0,713926
2018,1,Corrientes,8.6,32.66,11.12,110,5005,37152,24038,19068,589,3256,0,94420,94406,11.0,94417
2018,1,Entre Ríos,14.56,48.68,9.88,180,8861,90080,45599,37401,9818,5071,0,196848,197346,48.0,197394
2018,1,Formosa,5.45,21.4,11.06,111,3803,10092,5117,10061,1091,1046,0,32320,32328,0.0,32328
2018,1,Jujuy,5.91,23.12,6.74,3450,4807,27219,8044,3925,490,4,0,44393,44405,1.0,44406
2018,1,La Pampa,23.64,71.75,4.0,2450,8119,67104,1616,1076,6140,98,3503,82375,82668,396.0,83064
2018,1,La Rioja,13.69,51.44,5.89,90,1485,40680,4217,5831,190,1,0,52242,52228,17.0,52245
2018,1,Mendoza,10.35,37.07,5.88,200,1662,164599,5010,2660,190,72,33788,200927,199463,1.484,200947
2018,1,Misiones,8.43,30.96,12.08,480,47,35820,23291,26223,10241,3219,0,103542,103580,0.0,103580
2018,1,Neuquén,18.31,61.52,11.96,1396,2367,59468,1311,29012,9709,7378,6105,116746,115897,2.006,117903
2018,1,Río Negro,15.32,49.82,8.98,4090,5333,74894,5300,17997,4972,3129,3975,111239,110057,1.062,111119
2018,1,Salta,9.63,39.78,9.19,1160,4459,60334,33088,30771,5145,88,0,134001,133182,1.0,133183
2018,1,San Juan,8.31,32.61,5.85,220,1058,57078,110,0,30,0,5068,63240,62610,658.0,63268
2018,1,San Luis,4.34,15.15,5.89,570,1010,11920,110,0,70,2,9284,21382,21096,300.0,21396
2018,1,Santa Cruz,9.98,33.55,5.19,260,1200,28600,6550,1000,10,3,4267,33772,33970,435.0,34405
2018,1,Santa Fe,19.58,62.28,11.17,1359,33639,262008,108576,1889,39589,22801,23181,680053,679717,309.0,680026
2018,1,Santiago Del Estero,8.68,34.99,6.25,410,291,41298,18914,3449,330,2,17589,84236,82916,2.0,82918
2018,1,Tierra Del Fuego,19.33,65.2,5.77,60,3070,33987,20,0,0,0,1070,34409,31106,508.0,31614
2018,1,Tucumán,10.2,41.18,9.36,160,7472,78811,45675,26405,1218,7082,1305,167984,168026,31.0,168057
2017,4,Buenos Aires,18.61,57.61,12.97,3865,55046,1551194,264645,712513,33514,151747,114182,3188332,3171206,10.69,3181896
2017,4,Capital Federal,51.62,122.9,15.2,3140,31411,517018,28404,45812,178396,114939,0,1584238,1575418,6.906,1582324
2017,4,Catamarca,7.28,28.62,7.78,340,3182,15315,5904,2927,430,2,2151,29558,29548,10.0,29558
2017,4,Chaco,8.23,30.81,11.7,700,3432,37144,24088,20123,729,3289,1035,96471,96603,12.0,96615
2017,4,Chubut,15.78,51.46,5.41,670,4313,83676,5355,70,50,9,0,93432,91012,2.428,93440
2017,4,Córdoba,19.39,63.33,11.64,2910,25411,280837,102892,217602,40898,24251,8429,700611,709874,105.0,709979
2017,4,Corrientes,8.56,32.52,10.38,110,522,41080,23686,16046,5053,2675,0,93771,93760,11.0,93771
2017,4,Entre Ríos,14.32,47.89,9.3,1685,9078,95466,45189,3001,7958,4113,0,193499,193654,49.0,193703
2017,4,Formosa,5.41,21.27,10.11,111,4061,13220,4867,6996,9770,824,0,32055,32056,0.0,32056
2017,4,Jujuy,5.82,22.74,6.64,3450,5364,26566,7721,3507,440,3,0,43550,43551,1.0,43552
2017,4,La Pampa,23.41,71.05,3.98,3100,8729,66053,1227,7920,3910,81,3503,81086,81675,396.0,82071
2017,4,La Rioja,13.73,51.57,5.88,90,1488,40777,4083,5813,220,3,0,52195,52177,17.0,52194
2017,4,Mendoza,9.3,33.33,5.71,260,1656,177646,4380,2780,290,81,0,180154,178661,1.49,180151
2017,4,Misiones,8.48,31.14,11.32,1053,39,41723,23131,22262,9091,2735,0,103895,103895,0.0,103895
2017,4,Neuquén,18.23,61.24,10.72,1396,2372,68036,1325,22781,7528,6300,6105,115843,114965,2.006,116971
2017,4,Río Negro,15.19,49.38,8.05,4090,5598,81078,4850,12502,3447,2440,3719,109678,108702,1.062,109764
2017,4,Salta,9.64,39.8,8.45,6360,4275,73284,32842,18968,3559,84,0,133648,132811,1.0,132812
2017,4,San Juan,7.72,30.3,5.83,220,1062,57525,90,0,20,2,0,58622,57965,659.0,58624
2017,4,San Luis,3.03,10.59,5.73,590,1010,12822,80,0,10,7,1902,14900,14604,300.0,14904
2017,4,Santa Cruz,8.6,28.91,5.21,680,780,29073,6550,1000,10,3,0,29978,29018,434.0,29452
2017,4,Santa Fe,19.41,61.71,10.3,3109,34132,309998,108939,151329,30736,19602,14119,671964,672137,323.0,672460
2017,4,Santiago Del Estero,7.23,29.13,6.17,410,3091,43544,18773,3359,320,2,0,68842,68842,2.0,68844
2017,4,Tierra Del Fuego,17.76,59.89,5.2,60,3100,31334,20,0,0,0,0,31652,28346,508.0,28854
2017,4,Tucumán,9.88,39.9,9.11,1050,8164,78750,45241,24318,1303,4367,0,162248,162298,34.0,162332
2017,3,Buenos Aires,17.94,55.63,8.43,6577,51411,1733479,311652,676137,140812,108400,0,3028468,3046758,11.202,3057960
2017,3,Capital Federal,51.24,121.86,10.64,2830,33924,590689,311411,4263,120675,91917,0,1575199,1563289,7.07,1570359
2017,3,Catamarca,8.27,32.49,5.26,520,3204,15383,5758,2563,500,1,0,27011,33467,11.0,33478
2017,3,Chaco,8.01,29.98,8.48,950,3496,40059,23008,20307,3827,2004,0,92796,93747,12.0,93759
2017,3,Chubut,14.17,46.22,3.48,4360,3989,71843,2336,30,0,0,0,78607,81067,2.477,83544
2017,3,Córdoba,19.08,62.31,9.12,3270,26154,309161,100113,189302,38131,16741,0,679929,696536,108.0,696644
2017,3,Corrientes,8.47,32.17,7.45,240,5629,44305,22785,15576,2635,1607,0,92561,92536,12.0,92548
2017,3,Entre Ríos,13.74,45.96,6.99,1691,7545,98032,42947,29011,3878,2397,0,185501,185414,50.0,185464
2017,3,Formosa,5.43,21.35,7.07,1063,3716,13752,5187,6056,8990,459,0,31132,32105,0.0,32105
2017,3,Jujuy,5.79,22.65,4.69,3370,5723,26835,7369,2962,410,2,0,43269,43241,1.0,43242
2017,3,La Pampa,22.78,69.14,3.44,3430,8244,64794,8550,5880,3270,51,0,75202,79280,410.0,79690
2017,3,La Rioja,13.7,51.47,5.01,160,1497,40882,3899,5604,230,3,0,51924,51896,17.0,51913
2017,3,Mendoza,9.96,35.7,3.51,320,950,158461,1150,670,290,19,0,158818,190958,1.533,192491
2017,3,Misiones,8.23,30.21,8.43,1058,4123,42900,22808,23913,3843,1881,0,100526,100476,0.0,100476
2017,3,Neuquén,18.11,60.83,8.17,2036,1457,72532,1034,20213,7067,4937,0,109276,113755,2.029,115784
2017,3,Río Negro,14.92,48.52,5.49,4220,5641,83900,3060,10116,2965,1659,0,105009,106393,1.103,107496
2017,3,Salta,9.65,39.84,6.13,6450,4494,78830,32433,1462,2315,63,0,133400,132517,1.0,132518
2017,3,San Juan,8.25,32.37,3.45,310,1077,57582,10,0,20,2,0,58695,61789,660.0,62449
2017,3,San Luis,4.43,15.48,3.5,630,30,12325,70,0,10,7,0,12406,21408,311.0,21719
2017,3,Santa Cruz,9.91,33.29,3.61,1880,230,29102,5420,660,330,1,0,29955,33222,468.0,33690
2017,3,Santa Fe,19.15,60.91,7.79,3116,34019,320017,104453,125339,24536,12982,0,624462,662086,256.0,662342
2017,3,Santiago Del Estero,8.72,35.12,5.18,690,3288,40435,18489,3047,300,2,0,65360,82792,2.0,82794
2017,3,Tierra Del Fuego,19.49,65.74,3.48,90,2970,33858,0,0,0,0,0,34164,30883,583.0,31466
2017,3,Tucumán,9.83,39.7,6.39,1090,8948,83070,45302,20514,1361,655,0,159959,160979,33.0,161012
2017,2,Buenos Aires,18.1,56.27,7.2,7548,47472,1910156,299009,573298,93059,46178,0,2976720,3067430,11.201,3078631
2017,2,Capital Federal,52.24,124.06,8.84,5560,35663,726223,30497,378571,80234,37977,0,1564194,1592175,8.016,1600191
2017,2,Catamarca,6.61,25.98,5.1,150,3318,15655,5325,2342,470,1,0,26703,26692,13.0,26705
2017,2,Chaco,7.76,29.05,7.69,1910,3733,42590,22349,18044,3157,545,0,90609,90597,14.0,90611
2017,2,Chubut,10.9,35.55,3.45,4030,4186,73760,188,0,0,0,0,80229,62245,1.73,63975
2017,2,Córdoba,18.06,58.97,7.42,2510,26862,370865,88479,146683,20351,5069,0,658560,657505,133.0,657638
2017,2,Corrientes,8.27,31.39,6.79,150,5912,46483,21776,13043,2218,647,0,90094,90085,12.0,90097
2017,2,Entre Ríos,13.57,45.39,6.29,168,7944,104422,418,23524,2604,823,0,182797,182675,57.0,182732
2017,2,Formosa,5.08,19.97,6.18,1486,3419,14787,4795,4583,7490,139,0,29958,29956,0.0,29956
2017,2,Jujuy,5.73,22.4,4.54,3110,5877,26915,6974,2538,420,1,0,42658,42656,1.0,42657
2017,2,La Pampa,20.92,63.49,3.32,3560,8633,59045,5580,3360,2440,21,0,69193,72573,449.0,73022
2017,2,La Rioja,4.31,16.2,5.53,90,1554,9304,3599,1796,240,2,0,16288,16271,18.0,16289
2017,2,Mendoza,8.86,31.76,3.51,1090,240,177203,920,500,50,22,0,177505,169302,1.451,170753
2017,2,Misiones,8.2,30.09,7.6,1011,4447,47244,22033,21599,2892,570,0,99796,99794,0.0,99794
2017,2,Neuquén,18.43,61.91,6.7,1542,1395,81272,8490,18051,4774,1703,0,109586,115321,2.112,117433
2017,2,Río Negro,14.16,46.02,4.74,9730,5606,88085,2450,799,1921,559,0,105379,100621,998.0,101619
2017,2,Salta,7.93,32.74,5.76,5940,4719,67576,23185,11333,1068,76,0,108551,108540,1.0,108541
2017,2,San Juan,6.87,26.96,3.49,150,1930,58588,0,0,0,4,0,58800,51261,620.0,51881
2017,2,San Luis,2.72,9.51,3.5,80,40,14014,0,0,10,2,0,14029,12992,315.0,13307
2017,2,Santa Cruz,7.81,26.25,3.6,1880,240,30913,5410,660,330,0,0,31765,26019,369.0,26388
2017,2,Santa Fe,16.44,52.27,6.84,4967,38721,311830,92854,97563,16794,4275,0,567004,566918,362.0,567280
2017,2,Santiago Del Estero,3.5,14.12,5.06,260,3539,20384,6432,2802,160,0,0,33199,33194,2.0,33196
2017,2,Tierra Del Fuego,20.3,68.46,3.48,160,2850,35409,0,0,0,0,0,35710,31938,619.0,32557
2017,2,Tucumán,9.46,38.19,6.09,960,9236,83342,42536,17788,1371,21,0,154390,154374,37.0,154411
2017,1,Buenos Aires,18.8,58.57,6.68,6017,83918,2057698,402315,52354,90937,22299,0,3186724,3178174,11.202,3189376
2017,1,Capital Federal,45.69,108.37,8.35,5100,1409,678922,218487,277195,66536,19881,0,1262940,1391030,8.016,1399046
2017,1,Catamarca,6.53,25.66,4.97,150,3328,15861,4901,2161,490,0,0,26315,26304,13.0,26317
2017,1,Chaco,7.65,28.62,7.31,1910,3835,44544,21467,15671,3025,314,0,89047,89036,14.0,89050
2017,1,Chubut,10.93,35.66,3.44,4010,4182,73759,1808,0,0,0,0,80150,62166,1.73,63896
2017,1,Córdoba,17.65,57.65,6.8,500,28732,391556,82011,118643,19035,2071,0,642098,641066,133.0,641199
2017,1,Corrientes,8.15,30.94,6.43,150,604,48149,20586,11468,2044,303,0,88605,88596,12.0,88608
2017,1,Entre Ríos,13.43,44.91,5.95,168,808,108379,39146,20562,2254,317,0,180418,180296,57.0,180353
2017,1,Formosa,5.05,19.84,5.74,1535,3538,15473,4446,4058,6350,22,0,29707,29705,0.0,29705
2017,1,Jujuy,5.82,22.76,4.39,3300,6213,27824,6486,2306,440,0,0,43203,43202,1.0,43203
2017,1,La Pampa,20.65,62.67,3.22,3620,9279,57739,3310,1920,1650,11,0,68079,71458,455.0,71913
2017,1,La Rioja,4.31,16.2,5.43,90,1578,9486,3409,1718,220,2,0,16224,16207,18.0,16225
2017,1,Mendoza,8.89,31.84,3.51,1060,150,177201,860,500,50,22,0,177485,169282,1.451,170733
2017,1,Misiones,8.04,29.52,7.34,101,4665,45950,23847,19356,2627,166,0,97621,97619,0.0,97619
2017,1,Neuquén,18.17,61.02,6.03,1547,1418,83813,9020,1513,4223,458,0,107491,113227,2.112,115339
2017,1,Río Negro,14.16,46.03,4.45,9860,5647,89622,2460,6738,1594,200,0,105033,100288,1.0,101288
2017,1,Salta,7.89,32.58,5.34,5790,4861,70922,21554,9386,2670,74,0,107643,107632,1.0,107633
2017,1,San Juan,6.89,27.04,3.49,80,1920,58588,0,0,0,4,0,58792,51253,620.0,51873
2017,1,San Luis,2.73,9.55,3.5,80,40,14014,0,0,10,2,0,14029,12992,315.0,13307
2017,1,Santa Cruz,7.89,26.52,3.59,1900,230,31078,4740,680,300,0,0,31863,26116,370.0,26486
2017,1,Santa Fe,16.34,51.97,6.28,4966,39463,340418,77152,83008,15775,1831,0,562613,562520,362.0,562882
2017,1,Santiago Del Estero,3.65,14.7,4.95,260,3772,21659,6218,2786,170,0,0,34478,34473,2.0,34475
2017,1,Tierra Del Fuego,20.44,68.92,3.48,160,2850,35409,0,0,0,0,0,35710,31938,619.0,32557
2017,1,Tucumán,9.39,37.9,5.88,960,9682,86470,39155,15951,1383,13,0,152750,152734,37.0,152771
2016,4,Buenos Aires,18.58,61.24,6.35,6055,86281,2085605,403575,467398,72348,17279,0,3138541,3131499,11.202,3142701
2016,4,Capital Federal,45.78,120.63,7.96,5170,1477,704324,225723,264582,53506,16756,0,1266885,1393443,8.016,1401459
2016,4,Catamarca,6.72,26.54,4.89,150,3478,16519,4889,2077,540,0,0,27032,27021,13.0,27034
2016,4,Chaco,7.65,28.79,7.08,1910,3983,45634,21323,14887,2586,250,0,88854,88833,14.0,88847
2016,4,Chubut,10.96,36.07,3.41,4010,4493,73951,1352,0,0,0,0,80197,62035,1.73,63765
2016,4,Córdoba,17.57,57.7,6.47,500,2938,404645,77966,108368,15458,1606,0,637473,636422,133.0,636555
2016,4,Corrientes,8.12,30.98,6.24,150,6109,48995,20187,10908,1645,234,0,88093,88084,12.0,88096
2016,4,Entre Ríos,13.45,45.21,5.81,168,8253,110296,38491,19509,1801,280,0,180310,180188,57.0,180245
2016,4,Formosa,5.03,19.85,5.63,1573,3519,15791,4114,3855,6490,17,0,29518,29513,0.0,29513
2016,4,Jujuy,5.76,22.65,4.32,3030,6225,27778,6143,2134,430,0,0,42626,42624,1.0,42625
2016,4,La Pampa,20.67,63.02,3.19,3680,9789,56694,160,3350,1320,11,0,67345,71368,460.0,71828
2016,4,La Rioja,4.35,16.46,5.34,90,1646,9635,3334,1675,130,3,0,16315,16298,18.0,16316
2016,4,Mendoza,8.91,32.11,3.51,1140,160,177194,790,490,50,20,0,177477,169274,1.451,170725
2016,4,Misiones,8.05,29.72,7.11,101,4783,47454,23433,18371,2215,126,0,97392,97390,0.0,97390
2016,4,Neuquén,17.99,60.87,5.68,1539,1406,84859,7920,14153,3073,271,0,106093,111723,2.112,113835
